,Rk,Year,Team,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
670,21,1996,CIN,NL Central,162,81,81,0,0.5,0.503,3rd of 5,7,,778,773,1861428,29.3,29.2,48,24,B.Larkin (7.2),R.Knight (81-81),CIN
671,22,1995,CIN,NL Central,144,85,59,0,0.59,0.582,1st of 5,--,Lost NLCS (4-0),747,623,1837649,28.4,28.3,47,24,R.Sanders (6.6),D.Johnson (85-59),CIN
672,23,1994,CIN,NL Central,115,66,48,1,0.579,0.598,1st of 5,--,,609,490,1897681,28.5,27.2,35,16,B.Larkin (3.9),D.Johnson (66-48),CIN
673,24,1993,CIN,NL West,162,73,89,0,0.451,0.462,5th of 7,31,,722,785,2453232,28.4,27.9,51,24,J.Rijo (10.2),T.Perez (20-24) and D.Johnson (53-65),CIN
674,25,1992,CIN,NL West,162,90,72,0,0.556,0.537,2nd of 6,8,,660,609,2315946,27.9,28.1,42,17,J.Rijo (5.9),L.Piniella (90-72),CIN
675,26,1991,CIN,NL West,162,74,88,0,0.457,0.499,5th of 6,20,,689,691,2372377,28.2,27.6,40,17,B.Larkin (6.1),L.Piniella (74-88),CIN
676,27,1990,CIN,NL West,162,91,71,0,0.562,0.568,1st of 6,--,Won WS (4-0),693,597,2400892,27.5,27.4,40,17,J.Rijo (5.8),L.Piniella (91-71),CIN
677,28,1989,CIN,NL West,162,75,87,0,0.463,0.459,5th of 6,17,,632,691,1979320,28,28.1,42,17,R.Dibble (3.9),P.Rose (59-66) and T.Helms (16-21),CIN
678,29,1988,CIN,NL West,161,87,74,0,0.54,0.533,2nd of 6,7,,641,596,2072528,27.5,26.7,45,20,B.Larkin (7.0),P.Rose (75-59) and T.Helms (12-15),CIN
679,30,1987,CIN,NL West,162,84,78,0,0.519,0.518,2nd of 6,6,,783,752,2185205,28.9,28.3,37,18,E.Davis (7.9),P.Rose (84-78),CIN
680,31,1986,CIN,NL West,162,86,76,0,0.531,0.509,2nd of 6,10,,732,717,1692432,30.8,27.9,34,15,E.Davis (5.3),P.Rose (86-76),CIN
681,32,1985,CIN,NL West,162,89,72,1,0.553,0.507,2nd of 6,5.5,,677,666,1834619,31.5,26.4,37,15,D.Parker (4.7),P.Rose (89-72),CIN
682,33,1984,CIN,NL West,162,70,92,0,0.432,0.421,5th of 6,22,,627,747,1275887,29.3,26.2,43,20,M.Soto (4.9),V.Rapp (51-70) and P.Rose (19-22),CIN
683,34,1983,CIN,NL West,162,74,88,0,0.457,0.44,6th of 6,17,,623,710,1190419,27.9,26.5,35,14,M.Soto (6.7),R.Nixon (74-88),CIN
684,35,1982,CIN,NL West,162,61,101,0,0.377,0.413,6th of 6,28,,545,661,1326528,28.4,27.2,33,14,M.Soto (7.7),J.McNamara (34-58) and R.Nixon (27-43),CIN
685,36,1981,CIN,NL West,108,66,42,0,0.611,0.524,1st of 6,--,,464,440,1093730,29.3,26.8,33,13,T.Seaver (4.4),J.McNamara (66-42),CIN
686,37,1980,CIN,NL West,163,89,73,1,0.549,0.525,3rd of 6,3.5,,707,670,2022450,28.6,26,34,15,G.Foster (4.0),J.McNamara (89-73),CIN
687,38,1979,CIN,NL West,161,90,71,0,0.559,0.558,1st of 6,--,Lost NLCS (3-0),731,644,2356933,29.4,28.5,35,14,J.Bench (5.6),J.McNamara (90-71),CIN
688,39,1978,CIN,NL West,161,92,69,0,0.571,0.514,2nd of 6,2.5,,710,688,2532497,29.9,28.3,35,14,G.Foster (4.8),S.Anderson (92-69),CIN
689,40,1977,CIN,NL West,162,88,74,0,0.543,0.546,2nd of 6,10,,802,725,2519670,29.5,29.1,37,20,G.Foster (8.4),S.Anderson (88-74),CIN
690,41,1976,CIN,NL West,162,102,60,0,0.63,0.635,1st of 6,--,Won WS (4-0),857,633,2629708,29.1,27.2,29,13,J.Morgan (9.6),S.Anderson (102-60),CIN
691,42,1975,CIN,NL West,162,108,54,0,0.667,0.659,1st of 6,--,Won WS (4-3),840,586,2315603,28.4,27.6,29,12,J.Morgan (10.9),S.Anderson (108-54),CIN
692,43,1974,CIN,NL West,163,98,64,1,0.605,0.594,2nd of 6,4,,776,631,2164307,27.7,27.3,35,15,J.Morgan (8.6),S.Anderson (98-64),CIN
693,44,1973,CIN,NL West,162,99,63,0,0.611,0.58,1st of 6,--,Lost NLCS (3-2),741,621,2017601,27.7,26.7,36,13,J.Morgan (9.2),S.Anderson (99-63),CIN
694,45,1972,CIN,NL West,154,95,59,0,0.617,0.607,1st of 6,--,Lost WS (4-3),707,557,1611459,27.2,25.5,31,13,J.Morgan (9.3),S.Anderson (95-59),CIN
695,46,1971,CIN,NL West,162,79,83,0,0.488,0.504,4th of 6,11,,586,581,1501122,26.8,25.1,35,15,L.May (5.4),S.Anderson (79-83),CIN
696,47,1970,CIN,NL West,162,102,60,0,0.63,0.559,1st of 6,--,Lost WS (4-1),775,681,1803568,25.9,25.2,33,15,J.Bench (7.4),S.Anderson (102-60),CIN
697,48,1969,CIN,NL West,163,89,73,1,0.549,0.518,3rd of 6,4,,798,768,987991,26.3,27.3,36,17,P.Rose (6.6),D.Bristol (89-73),CIN
698,49,1968,CIN,NL,163,83,79,1,0.512,0.511,4th of 10,14,,690,673,733354,26.5,27.1,34,16,T.Perez (5.9),D.Bristol (83-79),CIN
699,50,1967,CIN,NL,162,87,75,0,0.537,0.532,4th of 10,14.5,,604,563,958300,26.6,26.3,33,14,G.Nolan (6.1),D.Bristol (87-75),CIN
700,51,1966,CIN,NL,160,76,84,0,0.475,0.493,7th of 10,18,,692,702,742958,26.3,27.5,31,16,J.Maloney (7.4),D.Heffner (37-46) and D.Bristol (39-38),CIN
701,52,1965,CIN,NL,162,89,73,0,0.549,0.572,4th of 10,8,,825,704,1047824,26.2,27.2,34,15,J.Maloney (9.0),D.Sisler (89-73),CIN
702,53,1964,CIN,NL,163,92,70,1,0.568,0.57,2nd of 10,1,,660,566,862466,26.1,28.5,33,13,F.Robinson (7.9),F.Hutchinson (60-49) and D.Sisler (32-21),CIN
703,54,1963,CIN,NL,162,86,76,0,0.531,0.54,5th of 10,13,,648,594,858805,26.4,29.2,35,12,V.Pinson (6.4),F.Hutchinson (86-76),CIN
704,55,1962,CIN,NL,162,98,64,0,0.605,0.572,3rd of 10,3.5,,802,685,982095,27.2,28.4,37,16,F.Robinson (8.7),F.Hutchinson (98-64),CIN
705,56,1961,CIN,NL,154,93,61,0,0.604,0.538,1st of 8,--,Lost WS (4-1),710,653,1117603,26.9,26.5,37,13,F.Robinson (7.7),F.Hutchinson (93-61),CIN
706,57,1960,CIN,NL,154,67,87,0,0.435,0.464,6th of 8,28,,640,692,663486,27.3,28.1,41,17,F.Robinson (6.2),F.Hutchinson (67-87),CIN
707,58,1959,Cincinnati Redlegs,NL,154,74,80,0,0.481,0.516,5th of 8,13,,764,738,801298,28,28.8,39,17,D.Newcombe (6.7),M.Smith (35-45) and F.Hutchinson (39-35),CIN
708,59,1958,Cincinnati Redlegs,NL,154,76,78,0,0.494,0.551,4th of 8,16,,695,621,788582,29.6,30.4,43,20,B.Purkey (4.5),B.Tebbetts (52-61) and J.Dykes (24-17),CIN
709,60,1957,Cincinnati Redlegs,NL,154,80,74,0,0.519,0.48,4th of 8,15,,747,781,1070850,28.6,29.4,39,17,F.Robinson (6.9),B.Tebbetts (80-74),CIN
710,61,1956,Cincinnati Redlegs,NL,155,91,63,1,0.591,0.574,3rd of 8,2,,775,658,1125928,27.7,29.5,39,15,F.Robinson (6.5),B.Tebbetts (91-63),CIN
711,62,1955,Cincinnati Redlegs,NL,154,75,79,0,0.487,0.549,5th of 8,23.5,,761,684,693662,27.8,28.4,41,17,W.Post (5.3),B.Tebbetts (75-79),CIN
712,63,1954,Cincinnati Redlegs,NL,154,74,80,0,0.481,0.479,5th of 8,23,,729,763,704167,27,28.3,38,18,T.Kluszewski (7.9),B.Tebbetts (74-80),CIN
713,64,1953,CIN,NL,155,68,86,1,0.442,0.455,6th of 8,37,,714,788,548086,27.2,28.2,35,16,T.Kluszewski (4.9),R.Hornsby (64-82) and B.Mills (4-4),CIN
714,65,1952,CIN,NL,154,69,85,0,0.448,0.468,6th of 8,27.5,,615,659,604197,28,28.4,36,14,K.Raffensberger (5.7),"L.Sewell (39-59), E.Brucker (3-2) and R.Hornsby (27-24)",CIN
715,66,1951,CIN,NL,155,68,86,1,0.442,0.42,6th of 8,28.5,,559,667,588268,28.1,29.3,33,12,E.Blackwell (4.5),L.Sewell (68-86),CIN
716,67,1950,CIN,NL,153,66,87,0,0.431,0.447,6th of 8,24.5,,654,734,538794,27.5,27.8,34,12,E.Blackwell (6.9),L.Sewell (66-87),CIN
717,68,1949,CIN,NL,156,62,92,2,0.403,0.407,7th of 8,35,,627,770,707782,28.6,27.8,35,15,K.Raffensberger (5.2),B.Walters (61-90) and L.Sewell (1-2),CIN
718,69,1948,CIN,NL,153,64,89,0,0.418,0.39,7th of 8,27,,588,751,823386,28.4,28.3,36,16,J.Vander Meer (5.3),J.Neun (44-56) and B.Walters (20-33),CIN
719,70,1947,CIN,NL,154,73,81,0,0.474,0.453,5th of 8,21,,681,755,899975,28.8,27.9,38,18,E.Blackwell (8.7),J.Neun (73-81),CIN
720,71,1946,CIN,NL,156,67,87,2,0.435,0.461,6th of 8,30,,523,570,715751,28.4,31.5,35,15,J.Beggs (3.5),B.McKechnie (64-86) and H.Gowdy (3-1),CIN
721,72,1945,CIN,NL,154,61,93,0,0.396,0.384,7th of 8,37,,536,694,290070,29.2,32.9,34,17,B.Walters (4.5),B.McKechnie (61-93),CIN
722,73,1944,CIN,NL,155,89,65,1,0.578,0.53,3rd of 8,16,,573,537,409567,30.4,31.7,39,18,F.McCormick (6.1),B.McKechnie (89-65),CIN
723,74,1943,CIN,NL,155,87,67,1,0.565,0.552,2nd of 8,18,,608,543,379122,30,31.6,30,10,L.Frey (4.5),B.McKechnie (87-67),CIN
724,75,1942,CIN,NL,154,76,76,2,0.5,0.485,4th of 8,29,,527,545,427031,28.7,31.2,35,11,L.Frey (5.2),B.McKechnie (76-76),CIN
725,76,1941,CIN,NL,154,88,66,0,0.571,0.54,3rd of 8,12,,616,564,643513,28.8,29.8,35,12,B.Walters (7.0),B.McKechnie (88-66),CIN
726,77,1940,CIN,NL,155,100,53,2,0.654,0.63,1st of 8,--,Won WS (4-3),707,528,850180,28.9,29.6,33,12,B.Walters (6.7),B.McKechnie (100-53),CIN
727,78,1939,CIN,NL,156,97,57,2,0.63,0.614,1st of 8,--,Lost WS (4-0),767,595,981443,28.8,28.9,38,16,B.Walters (9.8),B.McKechnie (97-57),CIN
728,79,1938,CIN,NL,151,82,68,1,0.547,0.56,4th of 8,6,,723,634,706756,28.1,29.1,34,13,I.Goodman (5.9),B.McKechnie (82-68),CIN
729,80,1937,CIN,NL,155,56,98,1,0.364,0.435,8th of 8,40,,612,706,411221,28.6,28.8,43,15,L.Grissom (3.9),C.Dressen (51-78) and B.Wallace (5-20),CIN
730,81,1936,CIN,NL,154,74,80,0,0.481,0.477,5th of 8,18,,722,760,466345,28,28.1,33,16,K.Cuyler (3.8),C.Dressen (74-80),CIN
731,82,1935,CIN,NL,154,68,85,1,0.444,0.419,6th of 8,31.5,,646,772,448247,27.4,27.5,33,12,E.Lombardi (3.5),C.Dressen (68-85),CIN
732,83,1934,CIN,NL,152,52,99,1,0.344,0.364,8th of 8,42,,590,801,206773,29.7,29.1,41,18,B.Frey (4.6),"B.O'Farrell (30-60), B.Shotton (1-0) and C.Dressen (21-39)",CIN
733,84,1933,CIN,NL,153,58,94,1,0.382,0.383,8th of 8,33,,496,643,218281,30.8,31.5,28,10,C.Hafey (3.2),D.Bush (58-94),CIN
734,85,1932,CIN,NL,155,60,94,1,0.39,0.402,8th of 8,30,,575,715,356950,29.6,30.8,29,10,B.Herman (6.6),D.Howley (60-94),CIN
735,86,1931,CIN,NL,154,58,96,0,0.377,0.398,8th of 8,43,,592,742,263316,29.3,29.7,32,12,T.Cuccinello (5.2),D.Howley (58-96),CIN
736,87,1930,CIN,NL,154,59,95,0,0.383,0.386,7th of 8,33,,665,857,386727,29.6,30.4,33,14,H.Heilmann (4.6),D.Howley (59-95),CIN
737,88,1929,CIN,NL,155,66,88,1,0.429,0.453,7th of 8,33,,686,760,295040,29.7,32,31,13,R.Lucas (6.4),J.Hendricks (66-88),CIN
738,89,1928,CIN,NL,153,78,74,1,0.513,0.474,5th of 8,16,,648,686,490490,29.9,32.2,29,13,E.Rixey (4.0),J.Hendricks (78-74),CIN
739,90,1927,CIN,NL,153,75,78,0,0.49,0.493,5th of 8,18.5,,643,653,442164,29.8,31.2,29,10,R.Lucas (5.8),J.Hendricks (75-78),CIN
740,91,1926,CIN,NL,157,87,67,3,0.565,0.563,2nd of 8,2,,747,651,672987,29.9,30.7,33,12,C.Mays (4.2),J.Hendricks (87-67),CIN
741,92,1925,CIN,NL,153,80,73,0,0.523,0.532,3rd of 8,15,,690,643,464920,29.6,30.8,34,11,D.Luque (6.6),J.Hendricks (80-73),CIN
742,93,1924,CIN,NL,153,83,70,0,0.542,0.552,4th of 8,10,,649,579,473707,29.8,30.4,32,9,E.Rixey (5.2),J.Hendricks (83-70),CIN
743,94,1923,CIN,NL,154,91,63,0,0.591,0.554,2nd of 8,4.5,,708,629,575063,29.8,28.8,29,11,D.Luque (10.8),P.Moran (91-63),CIN
744,95,1922,CIN,NL,156,86,68,2,0.558,0.556,2nd of 8,7,,766,677,493754,29.1,27.7,24,9,J.Daubert (4.0),P.Moran (86-68),CIN
745,96,1921,CIN,NL,153,70,83,0,0.458,0.478,6th of 8,24,,618,649,311227,28.5,30,30,12,D.Luque (5.0),P.Moran (70-83),CIN
746,97,1920,CIN,NL,154,82,71,1,0.536,0.553,3rd of 8,10.5,,639,569,568107,29.2,27.8,26,14,E.Roush (5.9),P.Moran (82-71),CIN
747,98,1919,CIN,NL,140,96,44,0,0.686,0.661,1st of 8,--,Won WS (5-3),577,401,532501,29.1,27.4,27,10,H.Groh (5.4),P.Moran (96-44),CIN
748,99,1918,CIN,NL,129,68,60,1,0.531,0.53,3rd of 8,15.5,,530,496,163009,28.4,24.8,26,13,H.Groh (4.7),C.Mathewson (61-57) and H.Groh (7-3),CIN
749,100,1917,CIN,NL,157,78,76,3,0.506,0.492,4th of 8,20,,601,611,269056,27.7,25,29,13,H.Groh (7.0),C.Mathewson (78-76),CIN
750,101,1916,CIN,NL,155,60,93,2,0.392,0.409,7th of 8,33.5,,505,617,255846,27.3,25.9,33,11,H.Groh (5.3),"B.Herzog (34-49), I.Wingo (1-1) and C.Mathewson (25-43)",CIN
751,102,1915,CIN,NL,160,71,83,6,0.461,0.443,7th of 8,20,,516,585,218878,27.1,24.5,29,13,F.Toney (7.1),B.Herzog (71-83),CIN
752,103,1914,CIN,NL,157,60,94,3,0.39,0.407,8th of 8,34.5,,530,651,100791,26.7,25.3,43,15,B.Herzog (5.3),B.Herzog (60-94),CIN
753,104,1913,CIN,NL,156,64,89,3,0.418,0.424,7th of 8,37.5,,607,717,258000,27.3,28.2,45,20,J.Tinker (3.8),J.Tinker (64-89),CIN
754,105,1912,CIN,NL,155,75,78,2,0.49,0.456,4th of 8,29,,656,722,344000,26.5,26.9,41,24,G.Suggs (5.1),H.O'Day (75-78),CIN
755,106,1911,CIN,NL,159,70,83,6,0.458,0.484,6th of 8,29,,682,706,300000,26.7,28.1,32,14,G.Suggs (4.8),C.Griffith (70-83),CIN
756,107,1910,CIN,NL,156,75,79,2,0.487,0.455,5th of 8,29,,620,684,380622,26.2,27,41,15,G.Suggs (4.9),C.Griffith (75-79),CIN
757,108,1909,CIN,NL,157,77,76,4,0.503,0.505,4th of 8,33.5,,606,599,424643,25.9,28.1,45,16,A.Fromme (5.8),C.Griffith (77-76),CIN
758,109,1908,CIN,NL,155,73,81,1,0.474,0.451,5th of 8,26,,488,543,399200,27.8,30,34,15,H.Lobert (5.1),J.Ganzel (73-81),CIN
759,110,1907,CIN,NL,156,66,87,3,0.431,0.506,6th of 8,41.5,,526,519,317500,27.7,28,30,12,B.Ewing (6.2),N.Hanlon (66-87),CIN
760,111,1906,CIN,NL,155,64,87,4,0.424,0.46,6th of 8,51.5,,533,582,330056,29,29.9,35,14,J.Weimer (6.5),N.Hanlon (64-87),CIN
761,112,1905,CIN,NL,155,79,74,2,0.516,0.524,5th of 8,26,,736,698,313927,28.6,26.5,26,9,C.Seymour (8.0),J.Kelley (79-74),CIN
762,113,1904,CIN,NL,157,88,65,4,0.575,0.608,3rd of 8,18,,695,547,391915,29.1,26.6,21,7,N.Hahn (6.5),J.Kelley (88-65),CIN
763,114,1903,CIN,NL,141,74,65,2,0.532,0.57,4th of 8,16.5,,765,656,351680,29.9,28,28,9,N.Hahn (7.4),J.Kelley (74-65),CIN
764,115,1902,CIN,NL,141,70,70,1,0.5,0.551,4th of 8,33.5,,633,566,217300,28.2,26.1,28,15,N.Hahn (9.0),"B.McPhee (27-37), F.Bancroft (9-7) and J.Kelley (34-26)",CIN
765,116,1901,CIN,NL,142,52,87,3,0.374,0.334,8th of 8,38,,561,818,205728,26.9,26.1,33,14,N.Hahn (7.5),B.McPhee (52-87),CIN
766,117,1900,CIN,NL,144,62,77,5,0.446,0.473,7th of 8,21.5,,703,745,170000,28.1,26.3,22,6,N.Hahn (6.2),B.Allen (62-77),CIN
767,118,1899,CIN,NL,156,83,67,6,0.553,0.547,6th of 12,19,,861,777,259536,28.9,26,28,10,N.Hahn (7.9),B.Ewing (83-67),CIN
768,119,1898,CIN,NL,157,92,60,5,0.605,0.553,3rd of 12,11.5,,831,740,336378,29.4,26.4,20,8,P.Hawley (5.4),B.Ewing (92-60),CIN
769,120,1897,CIN,NL,134,76,56,2,0.576,0.536,4th of 12,17,,763,705,336800,29.5,27.9,19,7,T.Breitenstein (8.2),B.Ewing (76-56),CIN
770,121,1896,CIN,NL,128,77,50,1,0.606,0.605,3rd of 12,12,,783,620,373000,30.9,27.7,20,10,F.Dwyer (7.6),B.Ewing (77-50),CIN
771,122,1895,CIN,NL,132,66,64,2,0.508,0.526,8th of 12,21,,903,854,281000,30.9,27.7,21,6,F.Dwyer (4.9),B.Ewing (66-64),CIN
772,123,1894,CIN,NL,132,55,75,2,0.423,0.423,10th of 12,35,,936,1108,158000,29.9,25.2,27,12,F.Dwyer (4.7),C.Comiskey (55-75),CIN
773,124,1893,CIN,NL,131,65,63,3,0.508,0.468,6th of 12,20.5,,759,814,194250,28.9,25.8,26,9,F.Dwyer (4.1),C.Comiskey (65-63),CIN
774,125,1892,CIN,NL,155,82,68,5,0.547,0.521,5th of 12,20,,766,731,196473,29.7,26.3,33,15,F.Dwyer (6.4),C.Comiskey (82-68),CIN
775,126,1891,CIN,NL,138,56,81,1,0.409,0.409,7th of 8,30.5,,646,790,97500,29,29.2,21,6,A.Latham (5.6),T.Loftus (56-81),CIN
776,127,1890,CIN,NL,134,77,55,2,0.583,0.579,4th of 8,10.5,,753,633,131980,28.1,26,18,6,B.Rhines (10.9),T.Loftus (77-55),CIN
777,128,1889,Cincinnati Red Stockings,AA,141,76,63,2,0.547,0.57,4th of 8,18,,897,769,,27.8,25.7,16,6,J.Duryea (9.0),G.Schmelz (76-63),CIN
778,129,1888,Cincinnati Red Stockings,AA,137,80,54,3,0.597,0.578,4th of 8,11.5,,745,628,,28,23.3,17,6,J.Reilly (5.2),G.Schmelz (80-54),CIN
779,130,1887,Cincinnati Red Stockings,AA,136,81,54,1,0.6,0.582,2nd of 8,14,,892,745,,27.4,24.1,19,9,M.Smith (10.6),G.Schmelz (81-54),CIN
780,131,1886,Cincinnati Red Stockings,AA,141,65,73,3,0.471,0.509,5th of 8,27.5,,883,865,,27.6,24.3,28,15,T.Mullane (5.4),O.Caylor (65-73),CIN
781,132,1885,Cincinnati Red Stockings,AA,112,63,49,0,0.563,0.55,2nd of 8,16,,642,575,,27.9,24.8,18,10,L.McKeon (3.9),O.Caylor (63-49),CIN
782,133,1884,Cincinnati Red Stockings,AA,112,68,41,3,0.624,0.67,5th of 13,8,,754,512,,26.9,27.1,20,5,W.White (5.7),W.White (44-27) and P.Snyder (24-14),CIN
783,134,1883,Cincinnati Red Stockings,AA,98,61,37,0,0.622,0.703,3rd of 8,5,,662,413,,26.6,27.2,16,5,W.White (9.1),P.Snyder (61-37),CIN
784,135,1882,Cincinnati Red Stockings,AA,80,55,25,0,0.688,0.75,1st of 6,--,,489,268,,25.5,26.6,15,3,W.White (11.1),P.Snyder (55-25),CIN
785,1,2016,CLE,AL Central,161,94,67,0,0.584,0.563,1st of 5,--,Lost WS (4-3),777,676,1591667,29,28.1,39,27,C.Kluber (6.5),T.Francona (94-67),CLE
786,2,2015,CLE,AL Central,161,81,80,0,0.503,0.52,3rd of 5,13.5,,669,640,1388905,28,27.3,49,27,F.Lindor (4.6),T.Francona (81-80),CLE
787,3,2014,CLE,AL Central,162,85,77,0,0.525,0.511,3rd of 5,5,,669,653,1437393,28.5,27.2,46,22,C.Kluber (7.4),T.Francona (85-77),CLE
788,4,2013,CLE,AL Central,162,92,70,0,0.568,0.554,2nd of 5,1,Lost ALWC (1-0),745,662,1572926,28.6,27.5,49,28,J.Kipnis (5.7),T.Francona (92-70),CLE
789,5,2012,CLE,AL Central,162,68,94,0,0.42,0.393,4th of 5,20,,667,845,1603596,27.8,27.6,48,24,C.Santana (4.0),M.Acta (65-91) and S.Alomar (3-3),CLE
790,6,2011,CLE,AL Central,162,80,82,0,0.494,0.465,2nd of 5,15,,704,760,1840835,27.8,26.7,46,22,A.Cabrera (5.0),M.Acta (80-82),CLE
791,7,2010,CLE,AL Central,162,69,93,0,0.426,0.431,4th of 5,25,,646,752,1391644,27.2,26.6,45,22,S.Choo (5.9),M.Acta (69-93),CLE
792,8,2009,CLE,AL Central,162,65,97,0,0.401,0.449,4th of 5,21.5,,773,865,1766242,27.4,27.8,52,29,S.Choo (5.5),E.Wedge (65-97),CLE
793,9,2008,CLE,AL Central,162,81,81,0,0.5,0.526,3rd of 5,7.5,,805,761,2169760,27.7,28.6,49,28,C.Lee (6.8),E.Wedge (81-81),CLE
794,10,2007,CLE,AL Central,162,96,66,0,0.593,0.564,1st of 5,--,Lost ALCS (4-3),811,704,2275912,28.1,29.4,41,21,C.Sabathia (6.4),E.Wedge (96-66),CLE
795,11,2006,CLE,AL Central,162,78,84,0,0.481,0.549,4th of 5,18,,870,782,1997995,27.8,28.6,45,23,G.Sizemore (6.6),E.Wedge (78-84),CLE
796,12,2005,CLE,AL Central,162,93,69,0,0.574,0.594,2nd of 5,6,,790,642,2013763,27.7,29.2,38,17,G.Sizemore (6.6),E.Wedge (93-69),CLE
797,13,2004,CLE,AL Central,162,80,82,0,0.494,0.501,3rd of 5,12,,858,857,1814401,28.6,27.3,52,30,T.Hafner (5.0),E.Wedge (80-82),CLE
798,14,2003,CLE,AL Central,162,68,94,0,0.42,0.451,4th of 5,22,,699,778,1730002,27.1,26.3,54,29,M.Bradley (4.1),E.Wedge (68-94),CLE
799,15,2002,CLE,AL Central,162,74,88,0,0.457,0.443,3rd of 5,20.5,,739,837,2616940,30.3,28.1,59,31,J.Thome (7.4),C.Manuel (39-47) and J.Skinner (35-41),CLE
800,16,2001,CLE,AL Central,162,91,71,0,0.562,0.54,1st of 5,--,Lost LDS (3-2),897,821,3175523,31,29.1,44,24,R.Alomar (7.3),C.Manuel (91-71),CLE
801,17,2000,CLE,AL Central,162,90,72,0,0.556,0.569,2nd of 5,5,,950,816,3456278,30.1,30.2,55,32,R.Alomar (5.6),C.Manuel (90-72),CLE
802,18,1999,CLE,AL Central,162,97,65,0,0.599,0.573,1st of 5,--,Lost LDS (3-2),1009,860,3468456,29.2,30.6,51,25,R.Alomar (7.4),M.Hargrove (97-65),CLE
803,19,1998,CLE,AL Central,162,89,73,0,0.549,0.54,1st of 5,--,Lost ALCS (4-2),850,779,3467299,29.5,29.8,48,23,K.Lofton (5.9),M.Hargrove (89-73),CLE
804,20,1997,CLE,AL Central,161,86,75,0,0.534,0.529,1st of 5,--,Lost WS (4-3),868,815,3404750,30.2,29.7,46,21,J.Thome (5.4),M.Hargrove (86-75),CLE
805,21,1996,CLE,AL Central,161,99,62,0,0.615,0.596,1st of 5,--,Lost LDS (3-1),952,769,3318174,29.7,30.3,44,18,J.Thome (7.5),M.Hargrove (99-62),CLE
806,22,1995,CLE,AL Central,144,100,44,0,0.694,0.644,1st of 5,--,Lost WS (4-2),840,607,2842745,29,30.6,41,20,A.Belle (6.9),M.Hargrove (100-44),CLE
807,23,1994,CLE,AL Central,113,66,47,0,0.584,0.586,2nd of 5,1,,679,562,1995174,28.4,30.7,40,21,K.Lofton (7.2),M.Hargrove (66-47),CLE
808,24,1993,CLE,AL East,162,76,86,0,0.469,0.487,6th of 7,19,,790,813,2177908,27.2,27.3,48,26,K.Lofton (7.6),M.Hargrove (76-86),CLE
809,25,1992,CLE,AL East,162,76,86,0,0.469,0.454,4th of 7,20,,674,746,1224094,25.9,27,42,20,K.Lofton (6.6),M.Hargrove (76-86),CLE
810,26,1991,CLE,AL East,162,57,105,0,0.352,0.376,7th of 7,34,,576,759,1051863,25.6,26.8,53,24,G.Swindell (3.8),J.McNamara (25-52) and M.Hargrove (32-53),CLE
811,27,1990,CLE,AL East,162,77,85,0,0.475,0.497,4th of 7,11,,732,737,1225240,27.4,28.1,44,21,B.Jacoby (3.5),J.McNamara (77-85),CLE
812,28,1989,CLE,AL East,162,73,89,0,0.451,0.464,6th of 7,16,,604,654,1285542,27.1,28.5,47,20,T.Candiotti (4.7),D.Edwards (65-78) and J.Hart (8-11),CLE
813,29,1988,CLE,AL East,162,78,84,0,0.481,0.457,6th of 7,11,,666,731,1411610,28.1,27,44,18,G.Swindell (5.9),D.Edwards (78-84),CLE
814,30,1987,CLE,AL East,162,61,101,0,0.377,0.386,7th of 7,37,,742,957,1077898,27.7,30.5,44,21,B.Butler (4.9),P.Corrales (31-56) and D.Edwards (30-45),CLE
815,31,1986,CLE,AL East,163,84,78,1,0.519,0.495,5th of 7,11.5,,831,841,1471805,27.6,29.8,36,18,J.Carter (5.7),P.Corrales (84-78),CLE
816,32,1985,CLE,AL East,162,60,102,0,0.37,0.424,7th of 7,39.5,,729,861,655181,28,27.4,38,19,B.Butler (4.7),P.Corrales (60-102),CLE
817,33,1984,CLE,AL East,163,75,87,1,0.463,0.497,6th of 7,29,,761,766,734079,27.4,27.2,40,19,B.Blyleven (7.2),P.Corrales (75-87),CLE
818,34,1983,CLE,AL East,162,70,92,0,0.432,0.45,7th of 7,28,,704,785,768941,29.8,27.7,40,17,L.Sorensen (3.9),M.Ferraro (40-60) and P.Corrales (30-32),CLE
819,35,1982,CLE,AL East,162,78,84,0,0.481,0.459,6th of 7,17,,683,748,1044021,28.7,27.4,36,16,T.Harrah (6.5),D.Garcia (78-84),CLE
820,36,1981,CLE,AL East,103,52,51,0,0.505,0.488,6th of 7,7,,431,442,661395,28.8,28.3,33,12,B.Blyleven (5.6),D.Garcia (52-51),CLE
821,37,1980,CLE,AL East,160,79,81,0,0.494,0.459,6th of 7,23,,738,807,1033827,27.7,26.8,33,13,T.Harrah (4.4),D.Garcia (79-81),CLE
822,38,1979,CLE,AL East,161,81,80,0,0.503,0.474,6th of 7,22,,760,805,1011644,28.1,26.7,33,14,S.Monge (5.7),J.Torborg (43-52) and D.Garcia (38-28),CLE
823,39,1978,CLE,AL East,159,69,90,0,0.434,0.462,6th of 7,29,,639,694,800584,26.7,27.1,36,14,A.Thornton (5.3),J.Torborg (69-90),CLE
